,City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp,Wind Speed
379,Novobirilyussy,24,RU,1540106187,76,56.95,90.69,38.05,8.95
380,Wamba,12,CD,1540106188,83,2.14,27.99,73.6,3.36
381,Sebina,90,BW,1540101600,82,-20.83,27.22,59.0,17.22
382,Cicevac,75,RS,1540105200,81,43.72,21.45,53.6,10.29
383,Varadia,75,RO,1540105200,76,45.08,21.55,51.8,4.7
384,Bhatkal,20,IN,1540106122,100,13.97,74.57,83.9,4.14
385,Birao,8,CF,1540106191,48,10.3,22.78,79.99,5.14
386,Asyut,0,EG,1540101600,43,27.18,31.19,71.6,8.05
387,Komsomolskiy,92,RU,1540105896,94,67.55,63.78,26.21,9.51
388,Nador,20,MA,1540105200,82,35.17,-2.93,68.0,5.82
389,Kabinda,64,CD,1540106192,92,-6.14,24.49,75.31,4.59
390,Pangnirtung,0,CA,1540105913,100,66.15,-65.72,9.7,4.03
391,Varhaug,90,NO,1540104600,100,58.61,5.65,53.6,17.22
392,Salinas,90,US,1540105260,100,36.67,-121.66,55.4,3.36
393,Aba,90,NG,1540101600,100,5.11,7.36,75.2,5.37
394,Ileza,48,RU,1540106194,91,61.05,43.9,33.28,7.72
395,Gorin,1,US,1540103700,86,40.36,-92.02,30.2,3.91
396,Visnes,75,NO,1540104600,100,59.36,5.22,53.6,16.11
397,Komatipoort,0,MZ,1540106195,70,-25.43,31.96,61.99,17.0
398,Langsa,32,ID,1540106086,96,4.47,97.97,79.18,2.91
399,Ouadda,0,CF,1540106196,77,8.07,22.4,74.14,9.17
400,Semme,0,FR,1540105200,62,46.2,1.5,57.2,11.41
401,Aketi,0,CD,1540106196,85,2.74,23.78,76.93,3.02
402,Paducah,1,US,1540103700,55,37.08,-88.6,39.2,14.32
403,Aklavik,90,CA,1540105200,92,68.22,-135.01,23.0,2.24
404,Tiznit,8,MA,1540106197,93,29.7,-9.73,59.74,6.15
405,Trairi,20,BR,1540106197,100,-3.28,-39.27,79.63,16.89
406,Flinders,90,AU,1540101600,59,-34.58,150.85,62.6,11.41
407,Fallon,1,US,1540101360,65,46.84,-105.12,41.0,6.93
408,Katsuura,20,JP,1540101600,42,33.93,134.5,68.0,9.17
409,Celestun,36,MX,1540106199,100,20.87,-90.4,80.71,15.99
410,Natchez,1,US,1540104780,100,31.56,-91.4,53.6,7.49
411,Houma,92,CN,1540106200,68,35.63,111.36,52.63,3.36
412,Marsala,20,IT,1540104900,82,37.8,12.44,66.2,3.36
413,Sandane,75,NO,1540104600,93,61.77,6.22,48.2,10.29
414,Lompoc,1,US,1540103700,54,34.64,-120.46,59.0,3.36
415,Laguna,8,MX,1540105842,81,27.52,-110.01,72.34,1.23
416,Kagay,92,PH,1540106201,100,6.01,120.91,78.5,10.18
417,Genhe,56,CN,1540106202,54,50.78,121.52,51.28,10.07
418,Caxito,64,BR,1540106202,87,-22.65,-42.51,60.41,2.57
419,Gandai,36,IN,1540106203,70,21.67,81.1,86.11,4.14
420,Keskin,92,TR,1540106204,98,39.67,33.62,52.45,3.91
421,Filadelfia,0,PY,1540106204,84,-22.35,-60.04,73.33,2.8
422,Riyadh,0,SA,1540101600,53,24.63,46.72,75.2,8.05
423,Itinga,64,BR,1540106205,75,-16.61,-41.77,64.24,10.29
424,Cooma,8,AU,1540106206,70,-36.24,149.13,61.54,3.47
425,Luanda,20,AO,1540101600,83,-8.83,13.24,77.0,2.24
426,Svoge,75,BG,1540105200,93,42.96,23.35,48.2,3.36
427,Tomigusuku,20,JP,1540104960,65,26.18,127.67,78.8,9.17
428,Alenquer,0,BR,1540101600,94,-1.95,-54.74,75.2,2.24
429,Yatou,75,CM,1540101600,100,3.63,9.81,77.0,2.57
430,Prado,24,BR,1540106208,100,-17.34,-39.22,75.53,23.71
431,Turka,92,UA,1540106208,100,49.16,23.03,43.99,5.82
432,Tessalit,76,ML,1540105923,21,20.2,1.01,75.85,11.41
433,Haimen,92,CN,1540106209,69,31.87,121.18,71.03,9.17
434,Moron,88,VE,1540106209,98,10.49,-68.2,69.5,2.68
435,Yangcun,92,CN,1540106209,88,29.98,118.17,61.81,3.13
436,Karwar,0,IN,1540106210,45,14.8,74.13,91.15,1.57
437,Buala,92,SB,1540106210,92,-8.15,159.59,81.79,3.8
438,Matagami,0,NG,1540106210,77,9.67,8.4,61.9,2.57
439,Barreirinhas,24,BR,1540106211,83,-2.75,-42.83,76.97,8.39
440,Halifax,90,CA,1540105200,100,44.65,-63.58,51.8,9.17
441,Temyasovo,40,RU,1540103400,60,52.99,58.1,42.8,15.66
442,Mogadishu,40,SO,1540101600,70,2.04,45.34,84.2,5.82
443,Balkanabat,0,TM,1540106212,38,39.51,54.36,59.33,3.24
444,Collie,12,AU,1540106213,78,-33.36,116.15,62.26,22.03
445,Bima,24,ID,1540106213,87,-8.45,118.73,83.95,1.68
446,Nhulunbuy,40,AU,1540105200,66,-12.18,136.78,86.0,8.05
447,Lander,1,US,1540104900,49,42.83,-108.73,46.4,5.59
448,Klaebu,75,NO,1540104600,93,63.3,10.48,51.8,5.82
449,Fairbanks,1,US,1540105080,100,64.84,-147.72,30.2,4.92
450,Buraydah,75,SA,1540101600,94,26.33,43.97,71.6,5.82
451,Korem,48,ET,1540106216,75,12.51,39.52,65.81,2.35
452,Bollnas,32,SE,1540106216,81,61.35,16.39,43.18,9.17
453,Satipo,92,PE,1540106216,99,-11.26,-74.64,64.37,2.13
454,Kang,76,BW,1540106217,50,-23.67,22.79,70.36,19.24
455,Zhigansk,76,RU,1540106217,88,66.77,123.37,27.16,5.7
